State,Delta,Theta,Alpha,Beta,Gamma
Baseline,14525.04,17510.38,14039.19,54522.76,95668.16
Baseline,18039.55,13784.07,7587.04,23152.17,76359.88
Baseline,7683.36,9791.50,5155.14,15330.18,58149.28
Baseline,6495.16,8830.19,10731.22,24173.03,69225.60
Baseline,26530.93,10407.59,4070.57,23275.43,76548.59
Baseline,10903.70,7513.27,8656.18,19173.69,103230.08
Baseline,16300.71,29840.42,14016.95,18122.80,123450.73
Baseline,22192.01,16775.37,10547.40,20101.79,129350.84
Baseline,21316.04,26803.71,18307.81,35800.75,150582.37
Baseline,13542.42,22486.54,22911.95,31763.74,159046.66
Baseline,24335.23,26795.89,22899.28,36948.10,219362.04
Baseline,40709.54,36536.79,24034.60,42936.72,278205.08
Baseline,75762.97,103300.88,45234.98,72800.53,384895.77
Baseline,39046.61,25891.03,23646.92,35320.68,183249.90
Baseline,23903.05,13613.19,12731.02,30712.26,188002.36
Baseline,13692.08,20204.01,16849.70,32841.58,150780.48
Baseline,7995.83,8394.37,14245.31,30629.51,185294.59
Baseline,30499.56,21816.58,15230.80,27716.32,168889.42
Baseline,12486.73,12906.29,18364.81,32783.65,109824.73
Baseline,13933.61,18012.08,23619.95,43727.73,158859.80
Baseline,188367.30,112466.96,34985.74,47579.55,216019.15
Baseline,93226.99,74886.35,22180.24,27676.97,108173.03
Baseline,25758.04,29177.75,11286.34,38068.28,177773.39
Baseline,9979.65,14693.89,5987.85,26276.52,154816.10
Baseline,6397.18,14316.42,19228.28,44254.13,220733.62
Baseline,16969.72,16834.98,10692.17,28097.52,139577.11
Baseline,189593.55,85204.89,30832.93,35691.17,136664.14
Baseline,8885.51,20847.24,7907.01,21606.54,119553.71
Baseline,16259.82,40609.52,16979.04,37231.06,180544.44
Baseline,40440.59,13714.89,9300.07,27212.99,133862.18
Baseline,5365.12,17415.62,4895.45,28534.90,181376.98
Baseline,5555.66,11744.28,23793.75,29081.85,161620.52
Baseline,28590.47,17665.17,36084.25,57610.39,188512.47
Baseline,19356.54,19972.12,17281.77,33554.35,108247.55
Baseline,11238.30,31536.35,21903.93,45186.16,242484.79
Baseline,12387.66,45892.52,31539.90,109082.16,356121.51
Baseline,44687.24,16114.80,17153.62,41474.45,191133.84
Baseline,120995.66,52510.60,31953.60,30772.84,153036.93
Baseline,12700.09,12696.20,10733.43,26869.08,131738.18
Baseline,28983.93,30256.76,14151.21,47338.64,189996.41
Baseline,69748.20,33559.67,19865.61,26566.75,120904.37
Baseline,29527.99,27978.48,15701.04,40838.64,157848.89
Baseline,113188.16,42040.24,20725.10,24378.89,169145.87
Baseline,7327.41,21351.79,19983.05,22900.61,127619.64
Baseline,26997.79,32628.88,22018.34,53727.35,116362.11
Baseline,46339.60,77335.52,18896.30,59448.63,146254.82
Baseline,25449.09,43580.66,24556.77,59983.10,122991.15
Baseline,94893.27,81073.05,43908.78,129786.81,449668.49
Baseline,92421.96,81328.92,45336.82,57574.95,117983.21
Baseline,19448.59,47878.83,36950.80,43699.83,125166.05
Baseline,15498.48,26899.49,20774.53,26361.86,130341.75
Baseline,21782.09,21028.86,15156.14,50565.03,163029.12
Baseline,14715.97,14169.52,11016.21,34880.93,204074.26
Baseline,10592.49,16026.68,11397.33,30369.84,159787.69
Baseline,11425.38,12446.02,13588.55,34038.98,122099.71
Baseline,8985.83,10807.12,11838.28,68512.19,135951.42
Baseline,30386.76,41707.32,33404.04,68606.34,228896.49
Baseline,55462.48,23168.44,13865.02,45076.74,198022.14
Baseline,12908.92,6142.18,9769.55,29737.90,129766.54
Baseline,15763.75,26302.30,8239.00,43350.85,160271.46
Baseline,6480.36,6732.27,5812.71,28417.02,131145.51
Baseline,4352.00,7630.04,7244.53,25841.38,83983.52
Baseline,5735.92,6989.91,10592.29,33835.17,115763.82
Baseline,11582.21,11902.69,8306.49,29386.55,155497.79
Baseline,14927.57,15101.61,15729.68,24371.75,166184.84
Baseline,8503.29,13394.65,12880.43,23483.32,161790.16
Baseline,5954.92,21054.72,10894.56,33304.52,123007.38
Baseline,25510.95,21381.59,14327.69,32911.07,157621.68
Baseline,4749.09,13878.49,13725.95,42823.63,135477.90
Baseline,3588.97,24773.61,20222.96,35107.23,148555.75
Baseline,31069.77,20477.26,12367.83,31530.19,143246.48
Baseline,13495.07,15308.58,12631.63,29868.26,149257.67
Baseline,12257.53,15484.57,9355.09,26842.19,100626.55
Baseline,9105.98,5026.68,10666.85,26685.59,92556.14
Baseline,15317.11,18238.48,9987.78,68227.98,160793.07
Baseline,76412.21,22248.45,6952.41,23190.36,80814.79
Baseline,7791.29,11418.83,11507.67,28604.62,148659.81
Baseline,2155.85,13963.35,10102.55,42420.51,144325.29
Baseline,9352.12,8919.27,9668.35,27515.63,117569.78
Baseline,5558.89,7676.70,10985.44,22164.01,94947.18
Baseline,11228.27,23231.40,18369.74,28370.84,92965.70
Baseline,14402.94,24702.82,19455.04,32515.17,121908.70
Baseline,3980.33,4338.46,8818.39,18753.19,83440.70
Baseline,33751.88,8803.88,12543.90,42742.55,197058.46
Baseline,57894.34,11551.31,8839.65,21951.41,133897.38
Baseline,17121.52,33083.35,6900.41,35405.95,114876.67
Baseline,9553.69,9633.71,12231.23,35803.52,163704.67
Baseline,10815.87,10199.93,10005.72,30550.36,106041.07
Baseline,11985.66,9768.43,12335.14,24712.31,96655.20
Baseline,11787.76,7516.58,12587.20,20585.76,84676.83
Baseline,7271.24,13417.61,5287.95,26965.97,103308.88
Baseline,2722.77,4811.98,5464.50,24311.56,122180.78
Baseline,35842.60,18013.54,11991.59,32574.68,155989.52
Baseline,71309.61,23763.50,10230.83,16159.46,149066.42
Baseline,9669.94,12222.97,10276.59,32910.32,203119.42
Baseline,14471.25,24924.62,13452.62,31558.81,238066.33
Baseline,3362.88,4577.03,5672.73,25937.69,131762.72
Baseline,10454.01,6898.61,5384.75,20487.88,131192.15
Baseline,3488.08,10703.28,6887.11,25074.19,145875.84
Baseline,8545.53,7448.66,4582.56,19794.46,155017.85
Baseline,7037.61,7856.18,8462.14,26475.34,159112.07
Baseline,3938.76,14830.19,3923.97,19869.43,170976.68
Baseline,2827.91,5914.26,4938.61,27396.49,143747.30
Baseline,3308.19,9335.23,4289.73,20006.92,166913.62
Baseline,13336.17,7234.92,10256.84,20860.29,137862.44
Baseline,9486.24,14607.35,20177.80,41722.08,128301.56
Baseline,10835.23,15765.18,9135.18,28492.46,101796.66
Baseline,2467.18,6390.49,6200.23,25937.33,112874.76
Baseline,12191.26,12256.38,9194.39,27037.12,178463.38
Baseline,108863.33,30166.95,16449.83,41956.88,134967.66
Baseline,22871.92,23892.11,8883.54,26086.27,162745.31
Baseline,36825.35,25484.18,16896.86,36020.05,140256.12
Baseline,41323.03,34394.06,16848.84,37496.99,113839.02
Baseline,28666.41,105593.32,35085.27,75742.61,185036.39
Baseline,28490.75,86929.32,57901.57,75678.64,320734.55
Baseline,48304.34,36390.78,16135.83,16266.80,54378.24
Baseline,69829.23,36306.95,41474.39,86178.15,198463.93
Baseline,25140.22,41126.83,14067.82,53722.20,164344.59
Baseline,59007.97,40414.58,15259.97,42195.38,98007.47
Baseline,37181.22,71665.47,19439.28,61498.00,139195.01
Baseline,84632.84,53625.23,25429.28,35424.66,144053.20
Baseline,25206.53,14434.06,9843.68,28921.67,178228.90
Baseline,21707.07,12772.01,16156.31,47983.44,204601.48
Baseline,12821.31,17517.07,11595.95,26694.54,142057.45
Baseline,23062.46,9497.80,24016.34,41127.46,162998.69
Baseline,9129.28,9782.77,20202.58,27033.98,109555.23
Baseline,29148.00,33440.24,6143.74,38383.67,157941.78
Baseline,10847.19,11766.07,12314.17,49251.29,114770.33
Baseline,7421.35,16044.95,13666.20,48324.50,149215.41
Baseline,7539.58,9898.04,8429.60,27888.40,120548.83
Baseline,3730.22,9028.28,9412.41,26220.10,115994.91
Baseline,6442.95,16430.72,21627.91,56814.82,128911.79
Baseline,17445.76,23099.50,19472.39,49301.76,129037.72
Baseline,4159.61,11840.17,22019.52,30125.77,125996.94
Baseline,18262.29,27837.38,15102.99,29612.59,74369.88
Baseline,14441.82,20216.91,11264.74,28540.53,100948.29
Baseline,95562.81,17569.80,14931.21,96085.16,707784.29
Baseline,24761.26,33431.77,29813.18,78179.02,632083.41
Baseline,28448.57,29854.88,29219.29,87043.92,446415.58
Baseline,41595.18,25439.51,38873.92,56237.32,145325.84
Baseline,124141.74,138156.00,76847.37,132351.28,181346.57
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,104866.60,55969.36,22110.44,29128.39,44523.87
Baseline,19918.22,29486.39,24779.38,66724.20,141463.51
Baseline,23210.78,18471.72,10903.16,34041.84,144249.73
Baseline,10364.91,12593.81,10165.59,29719.40,105954.21
Baseline,10024.01,37712.12,16853.32,88106.91,215579.28
Baseline,14797.00,28774.94,26861.68,52445.48,152500.35
Baseline,10518.99,15422.37,19537.19,51264.32,147702.49
Baseline,19814.70,37561.01,38559.66,88347.24,272962.22
Baseline,6786.57,11790.48,5752.54,18967.47,62914.68
Baseline,7009.52,6700.01,4883.28,16727.13,70733.08
Baseline,5925.04,21516.67,9852.41,14715.59,96048.00
Baseline,2758.79,2288.57,3255.90,13853.17,56859.82
Baseline,3444.12,10206.27,7603.39,24520.52,115569.50
Baseline,6557.30,4430.27,5771.02,14727.32,76987.89
Baseline,4738.80,7061.44,8257.27,25581.07,82973.05
Baseline,8699.90,18186.76,20027.37,58130.86,127577.69
Baseline,80462.57,36615.81,21339.46,43565.97,201719.07
Baseline,3612.25,6380.80,12096.27,45221.41,139266.55
Baseline,3099.21,4666.53,15015.23,38082.26,180930.61
Baseline,4045.38,4409.42,9627.63,44983.86,166501.57
Baseline,5763.84,3665.08,6570.39,28240.36,133228.06
Baseline,7948.01,13945.01,7152.09,46867.29,175950.88
Baseline,5741.05,6778.26,6103.79,27843.22,119404.47
Baseline,2607.01,1647.56,2598.28,9636.74,42105.43
Baseline,3240.00,7546.36,6445.63,18017.69,98595.76
Baseline,11296.88,6630.96,5679.65,36444.48,127279.08
Baseline,4706.08,12707.70,10654.81,37555.72,130144.84
Baseline,1507.50,7379.88,7262.38,42153.96,136094.21
Baseline,2570.70,12383.54,5987.41,40773.59,132065.96
Baseline,5916.60,6955.44,9311.61,27642.19,131952.05
Baseline,4601.94,8591.84,11455.78,24986.93,124038.84
Baseline,10067.97,10355.92,11575.45,38362.50,148622.69
Baseline,10383.54,15807.80,9447.78,35260.97,119908.11
Baseline,8658.06,5966.74,3724.36,32440.68,128838.80
Baseline,6685.49,8936.20,6179.96,39309.86,116835.05
Baseline,15827.41,11770.45,14428.51,42380.26,134322.60
Baseline,14801.96,15533.52,17682.97,50750.09,173822.29
Baseline,11414.83,19374.14,20336.52,66291.63,235548.03
Baseline,23063.82,30064.18,12324.06,61682.08,267006.47
Baseline,7844.76,33264.87,7521.60,51730.42,316595.51
Baseline,7591.43,6433.32,9504.69,52611.37,192379.79
Baseline,6714.45,9870.79,12632.66,28629.16,106813.53
Baseline,7509.09,5367.68,13249.36,47983.42,150168.03
Baseline,7283.39,13059.74,13182.01,38030.86,132898.53
Baseline,8704.96,13115.36,12493.40,35565.66,137645.32
Baseline,6660.60,11158.52,7865.47,33488.64,126422.74
Baseline,8958.82,9634.54,12748.62,23406.72,106689.79
Baseline,2393.98,4809.09,6094.16,31025.53,116368.18
Baseline,7766.35,4363.22,7876.93,20625.89,116055.82
Baseline,15686.54,13929.98,9375.87,32472.77,136752.62
Baseline,12565.68,14212.12,5441.69,26893.27,143333.20
Baseline,6653.37,8999.00,3737.95,21900.64,130772.92
Baseline,17208.39,16342.41,7353.49,27896.40,125324.80
Baseline,3277.83,8931.12,10056.33,20104.78,73909.38
Baseline,7269.01,10119.24,7163.28,22233.16,137386.96
Baseline,14289.41,7017.12,11305.38,23251.39,155041.79
Baseline,8728.23,29206.05,10119.47,79507.59,223710.98
Baseline,4054.66,9979.63,10846.70,28273.12,110753.08
Baseline,7949.85,4392.21,7731.12,32994.84,133125.78
Baseline,9650.18,8174.59,12732.97,26179.86,141444.62
Baseline,6617.76,14845.13,7523.76,21664.15,114805.63
Baseline,7485.38,11177.03,21170.58,50597.97,112266.30
Baseline,5094.25,8096.74,4539.24,26610.82,99043.32
Baseline,11398.52,12919.09,6012.40,25564.17,108384.43
Baseline,6067.64,7500.53,10016.06,25829.37,72100.19
Baseline,3588.28,2885.49,5357.91,16552.38,74513.33
Baseline,2301.81,3536.34,2946.36,17540.06,78485.66
Baseline,1914.60,4409.73,3394.09,20273.74,71244.07
Baseline,1911.91,6983.03,4909.56,21910.98,66675.95
Baseline,3046.32,7470.16,3331.15,17387.63,59226.87
Baseline,4486.00,6489.17,7821.70,19984.79,80841.64
Baseline,2317.78,6677.53,6146.42,25056.51,96999.76
Baseline,4980.46,4178.73,6916.23,20170.80,81890.27
Baseline,4185.16,2999.78,3769.05,14517.28,63612.22
Baseline,1725.18,10242.72,8601.67,27385.99,91894.85
Baseline,9653.23,11230.34,8908.03,47007.98,155154.49
Baseline,5131.55,7044.64,6913.20,38632.17,102204.97
Baseline,7635.38,3957.46,6229.50,18305.70,89431.35
Baseline,4255.69,8183.04,7045.31,21519.42,87648.10
Baseline,10162.89,9095.77,7975.89,26472.62,155478.90
Baseline,3734.41,3850.72,5247.25,22405.36,77269.11
Baseline,3856.67,3015.22,6072.17,17657.43,88396.02
Baseline,3163.93,2223.27,5347.58,16769.08,76768.07
Baseline,3404.19,4013.87,2758.49,18370.34,105815.17
Baseline,3325.14,4547.91,6150.84,20301.49,113245.85
Baseline,3472.48,11595.10,6940.27,29249.09,110673.03
Baseline,2713.61,3886.30,4844.14,15957.51,71542.95
Baseline,5654.05,8499.11,7978.44,20185.14,72893.96
Baseline,1761.95,5198.48,4882.00,25995.16,79392.72
Baseline,4924.56,6605.35,7886.64,23539.83,78539.74
Baseline,1598.42,3286.16,5114.64,19547.05,66411.93
Baseline,1359.48,4079.16,4938.40,20733.42,79376.79
Baseline,2876.63,5473.23,3355.13,19262.15,88195.92
Baseline,1077.93,3933.93,6856.47,10193.83,59098.49
Baseline,4601.02,3469.33,6899.75,13212.84,52146.94
Baseline,11392.45,23592.82,5942.31,24363.35,72875.69
Baseline,3996.87,6892.26,5406.24,19701.62,53955.16
Baseline,3759.56,4899.30,7908.62,23538.41,69360.92
Baseline,1539.58,4642.16,4568.02,15896.81,54430.58
Baseline,1359.98,2174.68,2778.79,20208.67,59646.19
Baseline,2571.23,3179.50,6776.88,18127.64,102532.86
Baseline,12944.47,34345.53,17857.96,61331.93,232738.51
Baseline,1849.58,9563.95,8245.64,25704.98,95394.18
Baseline,1627.53,3730.61,7648.58,24784.34,93702.07
Baseline,1566.17,2801.52,7054.81,20596.61,77184.37
Baseline,14417.31,22425.97,5935.96,23589.88,112750.90
Baseline,5340.38,7722.12,7059.93,25412.83,94142.51
Baseline,2476.55,4464.54,8127.54,19563.59,85400.31
Baseline,3114.97,9204.55,4440.75,21234.39,86906.94
Baseline,4633.78,5170.54,6222.88,17512.48,76093.59
Baseline,1702.49,6898.30,7094.63,15112.48,66832.00
Baseline,2797.94,4300.37,3803.14,20984.53,65757.49
Baseline,3134.10,5326.72,3784.67,20626.78,84443.31
Baseline,1846.11,4731.96,5275.18,14225.77,56821.98
Baseline,10089.79,3613.64,5821.65,20514.27,70382.41
Baseline,7437.11,11616.23,4696.93,21335.22,95480.65
Baseline,6864.56,4310.58,4545.61,20424.18,93476.26
Baseline,3661.79,7102.02,7268.58,30475.81,157425.92
Baseline,6317.64,8131.71,4005.57,24828.00,169655.96
Baseline,10046.24,7278.85,7660.40,27719.03,132563.23
Baseline,3728.35,6822.89,3931.84,19548.83,120620.24
Stressed,3317.26,3391.23,5784.16,15734.98,62716.55
Stressed,3538.58,7008.32,7365.36,18713.42,59427.48
Stressed,2205.96,2564.83,7063.44,19485.28,55535.84
Stressed,1442.06,3473.29,5011.08,19896.72,70075.30
Stressed,10155.45,10765.82,7792.13,28537.52,101599.01
Stressed,7146.03,9558.54,9175.97,27362.98,115983.61
Stressed,4855.11,5517.44,6762.22,16964.68,127481.50
Stressed,32540.75,33739.65,20262.77,93054.28,275768.97
Stressed,8765.12,10502.75,11609.64,27300.07,129895.24
Stressed,10079.38,8514.44,12106.98,26105.56,122015.47
Stressed,75185.76,55286.85,10143.90,32116.14,157485.35
Stressed,8877.63,5863.69,9977.06,18836.53,82564.50
Stressed,10092.91,6129.32,3059.25,17365.70,59940.65
Stressed,45453.23,50460.83,25746.82,73471.95,241979.19
Stressed,16196.21,18707.93,12677.93,24490.00,80430.25
Stressed,6317.13,6705.38,7728.44,11491.91,66272.53
Stressed,3020.07,3890.24,6754.13,21363.89,81243.10
Stressed,4479.60,4814.24,5290.16,15093.51,52286.63
Stressed,4294.88,5671.21,8862.59,15075.02,50947.11
Stressed,2100.96,4695.81,5504.30,15381.50,61352.60
Stressed,1699.23,6356.48,5668.09,19273.73,66876.99
Stressed,11813.17,17336.83,5063.92,13216.27,53090.45
Stressed,15940.64,18907.76,21725.66,37499.21,124034.94
Stressed,10778.57,16535.80,7744.87,18583.55,66349.99
Stressed,3010.73,6446.71,10601.50,19330.09,79619.91
Stressed,4275.46,9268.41,7603.62,18535.81,84072.78
Stressed,6450.71,5754.65,6626.08,15625.15,83115.38
Stressed,27962.77,44851.20,7550.12,97053.52,296834.60
Stressed,13042.35,8264.35,5270.41,23135.83,86920.88
Stressed,2619.84,8903.10,10592.00,19158.20,127775.22
Stressed,9976.92,11247.50,12078.97,26393.96,162863.68
Stressed,10548.76,9358.86,11514.34,19601.00,181919.91
Stressed,15594.12,11070.04,7276.02,40864.64,160294.67
Stressed,10855.78,10322.36,13212.08,29688.95,132128.93
Stressed,33940.85,27859.12,20023.49,70583.54,234308.45
Stressed,3513.06,6656.01,6780.90,29399.61,120274.76
Stressed,3703.47,3743.91,4939.79,21194.89,83161.77
Stressed,5199.26,6560.35,9038.25,16534.46,97409.72
Stressed,8647.86,9732.33,11826.90,16789.12,137004.88
Stressed,7109.50,7870.05,8855.47,28771.52,133446.49
Stressed,6411.71,6857.30,9089.30,29486.13,112535.06
Stressed,5537.31,6444.28,4968.87,21373.68,84054.52
Stressed,4509.91,3642.12,3975.86,21019.93,75398.79
Stressed,3704.36,3769.28,3066.40,18325.80,62397.62
Stressed,1546.38,3255.74,4803.17,25169.50,84548.82
Stressed,1760.74,6976.25,4837.06,22885.43,75172.06
Stressed,9305.68,9727.58,9848.50,32270.22,75969.85
Stressed,2953.76,4536.77,5539.92,15960.09,66563.50
Stressed,7627.64,13246.30,9250.78,20197.10,91185.11
Stressed,2276.89,5089.76,4620.73,15726.21,69282.68
Stressed,1955.15,4204.78,5801.00,21103.10,74780.19
Stressed,5843.83,9174.76,8667.26,16909.23,82510.10
Stressed,8180.69,8557.96,9589.26,18218.28,112883.21
Stressed,4071.23,9219.88,6881.61,14308.96,75732.00
Stressed,7822.22,6183.39,7931.65,14473.09,94879.26
Stressed,4479.25,5556.14,4057.56,15274.99,88113.73
Stressed,119254.24,77545.49,34674.43,134767.41,577644.00
Stressed,19587.69,20704.76,13999.80,32739.72,148356.70
Stressed,7991.09,5232.43,4808.16,27195.57,91512.46
Stressed,24180.19,27730.56,11426.18,25557.76,142502.65
Stressed,4818.23,8465.96,11733.46,22293.93,76141.06
Stressed,102385.09,44984.19,28354.74,113242.40,487690.82
Stressed,20997.18,52686.80,50245.91,96433.90,293327.70
Stressed,72379.02,21093.40,10473.79,37255.55,107745.51
Stressed,24493.41,25544.51,25877.48,48111.89,194030.02
Stressed,21792.81,21720.72,14660.46,37642.13,120334.71
Stressed,10492.42,30858.60,29128.88,36210.52,81097.75
Stressed,5882.25,13998.88,14377.33,38159.76,128085.80
Stressed,2179.35,6475.36,6090.21,25794.85,80045.71
Stressed,3395.37,7360.40,10210.65,31214.57,94554.95
Stressed,17427.21,21187.71,26264.56,43272.84,132401.69
Stressed,6410.18,10960.96,9344.32,53078.06,129782.95
Stressed,15780.29,15561.57,19317.58,84753.08,371547.89
Stressed,87767.22,36771.42,22119.06,102641.04,402753.62
Stressed,84946.08,30813.61,22593.47,61674.48,217535.94
Stressed,10390.24,16528.86,8143.02,30655.90,102495.73
Stressed,7070.86,10110.58,8533.28,21775.39,73214.67
Stressed,5345.49,7142.09,17440.61,37861.90,77125.38
Stressed,26505.36,17817.21,10281.05,61581.87,268554.37
Stressed,29851.54,22795.15,23935.61,56697.37,174474.19
Stressed,22294.03,13719.47,13924.51,73828.52,276749.59
Stressed,15376.85,7085.39,5882.82,40636.33,182007.96
Stressed,20054.95,10323.27,13625.18,55969.76,158617.60
Stressed,10634.11,9471.85,13793.43,46783.09,121117.63
Stressed,4935.67,7408.21,13162.48,31891.67,101874.78
Stressed,30129.94,25176.79,28042.26,54449.40,247049.22
Stressed,34149.04,25641.52,14568.50,69200.55,498548.15
Stressed,84041.75,38548.26,13969.54,59784.08,249084.67
Stressed,5100.10,5501.21,13587.15,51809.95,209675.50
Stressed,3257.59,5728.53,12552.53,29434.91,79652.97
Stressed,17181.70,13106.00,27652.43,49969.51,136340.41
Stressed,15149.66,17861.15,16750.51,33457.88,118116.56
Stressed,15319.58,15702.96,19692.40,42867.74,110553.78
Stressed,5104.30,9828.22,5110.91,17093.60,66622.75
Stressed,2428.76,10208.39,6920.72,15016.77,84065.76
Stressed,20998.67,5667.78,10171.80,30036.92,94460.99
Stressed,23981.86,20526.95,13317.05,122395.87,466471.79
Stressed,15732.46,17055.82,10632.97,34507.18,124455.40
Stressed,32344.37,20702.25,14790.65,57763.51,125471.26
Stressed,21313.99,48166.81,22835.63,35156.40,108185.14
Stressed,4484.18,12863.79,15191.46,25916.62,105188.24
Stressed,59591.33,28477.49,11571.83,40357.00,121267.18
Stressed,17285.14,22306.61,13796.79,37381.15,165263.03
Stressed,26130.54,17384.96,12022.87,29990.36,143666.01
Stressed,48497.37,31100.59,19028.73,80008.16,250517.17
Stressed,55419.49,26507.02,10141.69,15616.13,100598.95
Stressed,8354.24,7009.61,13089.45,37287.72,147402.85
Stressed,5517.96,16353.99,11129.41,41080.55,185445.09
Stressed,5191.98,7711.71,10659.10,36054.64,161048.37
Stressed,7852.72,6441.12,5329.27,35718.63,195370.62
Stressed,5792.71,9566.69,12244.39,31336.99,156987.57
Stressed,58111.95,42175.70,19230.96,44184.76,210648.14
Stressed,37757.70,31598.48,38956.25,52718.24,167741.22
Stressed,5174.24,6188.79,8705.69,26358.20,105257.39
Stressed,16399.10,16437.75,18015.38,33199.16,80096.30
Stressed,14262.06,32385.17,56804.25,55185.13,135468.50
Stressed,5162.63,5908.04,6560.70,32706.28,104835.12
Stressed,6703.89,20571.57,29111.27,48749.90,72168.57
Stressed,10532.26,21231.67,20251.68,25571.12,70095.50
Stressed,4814.03,7031.71,6330.90,29856.77,79051.27
Stressed,4228.50,8901.68,6928.50,17564.19,96727.61
Stressed,10428.97,13427.96,10906.82,42581.00,105570.23
Stressed,5338.01,16185.64,15204.49,44695.92,109688.76
Stressed,12289.84,7600.00,10238.25,46369.89,139371.99
Stressed,9233.84,3585.87,6170.97,27008.66,100660.05
Stressed,16992.55,19939.05,7397.78,25462.36,115272.17
Stressed,3019.19,7924.31,6191.35,21361.53,74690.52
Stressed,2767.94,6508.03,7675.24,26633.02,71851.82
Stressed,7688.99,9108.58,7193.95,17794.77,65132.62
Stressed,3013.11,7098.23,7224.79,20306.76,69828.26
Stressed,1596.72,3514.94,6769.48,17703.96,64310.97
Stressed,1887.73,4846.46,5801.83,19211.25,65747.57
Stressed,2547.44,2309.62,8666.89,15415.81,61513.24
Stressed,11594.05,7574.75,9044.55,26142.69,77358.88
Stressed,1773.79,6901.97,7914.17,33103.49,78837.70
Stressed,3994.12,6756.63,13050.58,28620.56,99706.22
Stressed,5691.36,6283.04,4104.73,17874.77,60094.75
Stressed,1514.85,2695.16,5361.57,20766.85,50065.31
Stressed,9262.81,10308.45,3294.94,15224.71,72091.30
Stressed,12404.70,10859.29,10963.24,33046.13,82883.81
Stressed,1080.97,4588.51,5037.43,13447.01,39211.19
Stressed,11203.26,11781.51,13481.81,45797.03,91804.76
Stressed,6647.70,11442.94,4353.82,15445.38,65179.57
Stressed,5861.30,8275.54,11117.63,24481.10,50194.12
Stressed,4985.96,5377.60,6119.71,14767.35,44180.93
Stressed,3233.25,6259.93,6023.61,25202.19,59469.99
Stressed,6294.26,10109.78,8143.56,27190.77,54525.69
Stressed,1433.89,5119.23,4864.53,17944.21,66999.13
Stressed,9817.64,17632.96,14003.02,37844.74,145295.68
Stressed,5995.85,4932.18,6184.05,25715.59,120643.12
Stressed,13088.63,6115.02,8268.98,22058.86,144001.43
Stressed,4552.78,5512.68,7140.27,32343.46,159009.82
Stressed,20673.19,30298.22,6537.34,33363.72,128920.63
Stressed,22231.92,22385.47,19028.33,33443.18,145221.19
Stressed,5077.30,9396.67,7246.18,18875.20,63105.38
Stressed,8794.34,1918.55,9911.37,26237.37,83742.13
Stressed,33873.55,20100.71,21570.56,82011.70,212862.25
Stressed,9976.17,15152.94,7183.19,33483.87,169049.03
Stressed,2530.40,5403.87,11652.83,39561.12,147019.87
Stressed,21105.00,41108.35,12078.54,39669.80,150500.84
Stressed,5060.50,5863.55,5231.65,36962.12,138619.44
Stressed,75299.71,71933.62,9859.27,82864.95,342707.01
Stressed,8629.29,7787.42,4190.86,48927.56,211949.25
Stressed,20568.78,28531.33,5831.40,42875.13,159324.80
Stressed,5096.34,5757.25,7303.99,37129.88,132343.24
Stressed,38283.05,5946.09,10425.37,27880.06,70668.83
Stressed,5706.82,16549.41,19041.70,43063.45,140825.70
Stressed,13294.48,5278.38,5676.81,19230.34,74069.70
Stressed,5405.69,9998.25,10399.07,47646.47,151550.60
Stressed,4845.20,7056.40,5264.58,38208.53,93877.84
Stressed,4742.33,4243.52,7535.05,47264.75,99682.93
Stressed,13862.65,25585.50,12121.28,52954.30,170740.34
Stressed,3759.97,5227.96,12971.81,29165.16,144141.75
Stressed,8855.01,5425.88,9968.77,30463.81,151925.31
Stressed,6174.66,8165.37,13820.72,36340.72,145771.15
Stressed,3341.54,14555.49,20143.51,44852.27,127566.61
Stressed,2832.43,5232.94,5000.37,34736.65,148624.91
Stressed,11206.19,8056.25,10299.64,54100.75,115792.49
Stressed,6159.77,5738.03,7582.78,39412.52,93793.53
Stressed,4637.37,9637.77,23433.25,66577.82,135312.93
Stressed,9998.89,8387.25,9666.04,37402.64,91586.05
Stressed,5109.60,13598.83,7926.83,24468.89,69157.10
Stressed,8681.61,8453.00,13222.82,33761.39,86003.30
Stressed,5721.23,6233.64,5227.90,31211.85,81844.25
Stressed,7402.47,17441.62,11721.10,46707.46,215429.84
Stressed,17339.04,9878.67,13971.34,35189.13,191245.62
Stressed,5583.90,6440.66,2184.59,36328.45,123767.42
Stressed,1439.55,2748.01,7284.75,21179.02,72567.48
Stressed,2491.15,3157.05,8796.46,26816.85,96450.45
Stressed,2764.49,8706.82,10477.05,31288.62,121412.76
Stressed,3810.25,9031.64,11626.31,33494.18,145070.66
Stressed,12686.01,11409.11,9125.75,35214.71,130387.45
Stressed,6507.04,5699.34,3766.33,28955.81,120478.75
Stressed,4585.34,9913.73,8723.38,38566.75,109588.63
Stressed,6152.02,9134.82,4478.76,35523.41,89589.44
Stressed,36954.14,57160.20,22549.65,54964.10,379399.63
Stressed,3868.14,5890.47,4321.40,28415.03,168765.92
